主题,项目,子项,单位,细分项,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
能源消费量,第二产业,能源供应部门,万tce,其他转换,-610.674104290101,243.37217290425198,223.05314269666206,-968.0381741473418,-1181.686756858759,-1275.5907583089888,-1334.3202663037514,-1635.7031868005715,-2028.8169039924396,-2376.42965400058,-2414.6633436989423
能源消费量,第二产业,能源供应部门,万tce,损失,454.1304015120163,450.7569737924938,457.5006139960452,353.56637430213493,500.14562079376674,474.0112164722884,337.9164839187184,377.2701335049227,370.15298136082407,378.326634551766,372.89528216417955
能源消费量,第二产业,工业消费部门,万tce,-,14312.67920329506,15171.856589122488,15494.592242973116,16347.80930080186,17018.528789978176,17242.189999593076,17724.55264300054,17832.32017458435,18123.659011436688,19109.552360592097,18872.74329961531
能源消费量,第三产业,总量,万tce,-,1932.8408147339746,2115.564001736611,2308.9639638542008,2481.8843807447593,2644.1967821989556,2776.110619629142,2878.533818509393,3049.2013959780406,3300.789573677942,3522.384771302536,3507.6180865862634
能源消费量,第三产业,交通消费部门,万tce,-,1398.2619776707902,1494.7386706473028,1618.152854400306,1743.6709983974667,1915.875700124185,2019.2855197624563,2083.5908407890665,2187.957482163089,2324.6533110541336,2482.9250537750127,2484.4650329971887
能源消费量,第三产业,建筑消费部门,万tce,-,534.5788370631843,620.8253310893081,690.8111094538947,738.2133823472927,728.3210820747706,756.8250998666858,794.9429777203263,861.2439138149517,976.1362626238084,1039.4597175275235,1023.1530535890747
能源消费量,居民生活,居民生活消费,万tce,-,1148.0456258101444,1205.1268300005045,1372.088109172749,1469.9069836084582,1472.4517919903642,1566.1608653780195,1706.305882070972,1862.6428585948934,2033.6869032323432,2070.4276853448173,2180.6045862181545
产业能耗结构,第一产业,农林消费部门,万tce,煤炭,36.186438,40.24366200000001,38.722203,36.650733,36.179295,36.050721,35.022129,34.636407000000005,33.664959,32.379219,31.757778000000002
产业能耗结构,第一产业,农林消费部门,万tce,油品,274.31493265503207,313.05407864802027,363.57365670559386,272.1869508402546,290.2484351688971,328.7883973724587,322.401799713888,323.77733096081744,335.866293127088,312.0309324408496,293.32306089266126
产业能耗结构,第一产业,农林消费部门,万tce,天然气,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
产业能耗结构,第一产业,农林消费部门,万tce,热力,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
产业能耗结构,第一产业,农林消费部门,万tce,电力,34.85443659851358,40.569286040794545,46.652835447093636,53.33859479462233,57.295974408416896,64.53478370197278,76.03822257933834,82.07261199043502,88.46341136674921,94.16597081022958,98.70098036765253
产业能耗结构,第一产业,农林消费部门,万tce,其他能源,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
产业能耗结构,第二产业,总量,万tce,煤炭,17865.694603926433,20934.089825875984,21121.274665173834,21159.594590565815,20488.617192181846,20810.814829744115,21409.80593261883,21022.01792005894,20614.643382407216,21034.30736682194,20260.682737487325
产业能耗结构,第二产业,总量,万tce,油品,1574.8131890027782,1397.2639202254777,1650.451642336701,1521.2238050936248,1671.6081635842622,1622.7824217030968,1717.2520310342318,1513.720823396594,1572.8359282630756,1570.6439119781764,1503.396717937248
产业能耗结构,第二产业,总量,万tce,天然气,817.811952,1040.9280800000001,1289.1745799999999,1370.936856,1363.523052,1771.2432880000001,1833.424684,2683.752088,3124.157924,3151.458908,3034.8838880000003
产业能耗结构,第二产业,总量,万tce,热力,-36.916667751757586,-26.681209602517356,-17.10592759190081,-25.944990447926102,-22.025876624991042,-19.53214310135718,-7.008574471659813,-6.557772377000674,-7.827315643578913,-8.529434791009862,-10.261033154610686
产业能耗结构,第二产业,总量,万tce,电力,-269.74089367566194,-376.4426632625068,-413.60761963553387,-416.9136293128977,-151.3390452306403,-255.70571504537293,-339.76930684150466,-237.0372068672541,-99.524410287293,56.70605446598711,183.28075211341093
产业能耗结构,第二产业,总量,万tce,其他能源,161.41,176.31,239.02999999999997,280.24,319.75,332.36,315.96999999999997,341.66,376.37,391.53000000000003,354.01
产业能耗结构,第二产业,能源供应部门,万tce,煤炭,10530.189885966955,13115.374595001567,13610.8241780578,13202.626594854917,12130.49382736276,12426.868865633895,12992.04237808465,12759.392167893442,12683.302805377745,12204.499490052693,11969.33815725684
产业能耗结构,第二产业,能源供应部门,万tce,油品,172.950673691067,140.74118625272,214.55054015696246,183.97258900857156,235.18038955192904,182.21355061880408,204.87562804372638,163.32141998733888,221.17551981843923,280.5884030226403,277.74211862434765
产业能耗结构,第二产业,能源供应部门,万tce,天然气,373.73,520.1630000000001,611.667,601.825,543.30584,847.5932160000001,876.7956600000001,1663.340404,1819.159696,1774.4511719999998,1368.522232
产业能耗结构,第二产业,能源供应部门,万tce,热力,-1669.8886036430167,-1727.7300587885588,-1764.3510794782364,-1882.8891833688538,-1824.4932621068851,-1865.892375799866,-1989.915806842292,-2124.7728101595503,-2255.879835689388,-2260.6320126872497,-2244.5112343022106
产业能耗结构,第二产业,能源供应部门,万tce,电力,-3731.8089758082706,-4218.087358351778,-4493.985541426541,-4822.177669397877,-4725.062098875503,-4869.850574745422,-5164.94573594673,-5286.3955040943,-5346.751688204067,-5261.692606505086,-5217.571510810917
产业能耗结构,第二产业,能源供应部门,万tce,其他能源,125.22,143.15,195.92,257.97,292.18,298.84000000000003,286.27,310.35,335.99,349.35,299.73
产业能耗结构,第二产业,工业消费部门,万tce,煤炭,7335.5047179594785,7818.715230874418,7510.450487116033,7956.967995710899,8358.123364819088,8383.945964110222,8417.763554534178,8262.625752165499,7931.340577029469,8829.807876769248,8291.344580230485
产业能耗结构,第二产业,工业消费部门,万tce,油品,1401.8625153117111,1256.5227339727578,1435.9011021797387,1337.2512160850533,1436.4277740323332,1440.5688710842928,1512.3764029905053,1350.399403409255,1351.6604084446365,1290.0555089555362,1225.6545993129005
产业能耗结构,第二产业,工业消费部门,万tce,天然气,444.08195200000006,520.76508,677.50758,769.111856,820.2172119999999,923.650072,956.6290240000001,1020.4116840000002,1304.998228,1377.0077360000002,1666.3616560000003
产业能耗结构,第二产业,工业消费部门,万tce,热力,1632.9719358912591,1701.0488491860415,1747.2451518863356,1856.9441929209277,1802.467385481894,1846.3602326985088,1982.9072323706323,2118.2150377825496,2248.052520045809,2252.10257789624,2234.2502011476
产业能耗结构,第二产业,工业消费部门,万tce,电力,3462.0680821326087,3841.644695089271,4080.3779217910073,4405.26404008498,4573.723053644862,4614.144859700049,4825.176429105225,5049.358297227046,5247.227277916774,5318.398660971073,5400.852262924328
产业能耗结构,第二产业,工业消费部门,万tce,其他能源,36.19,33.16,43.11,22.27,27.57,33.52,29.7,31.31,40.38,42.18,54.28
产业能耗结构,第三产业,总量,万tce,煤炭,44.622321,20.471838,2.064327,18.060883000000004,10.678785000000001,7.771309000000001,5.364393000000001,4.814382,3.7786470000000003,2.6357670000000004,0.22857600000000003
产业能耗结构,第三产业,总量,万tce,油品,1398.3217242904948,1492.695583635894,1647.0343818794954,1725.944152542463,1835.8528608841452,1868.3309623490743,1890.2539904208952,1961.0336874099444,2062.8016850258387,2132.38964965612,2167.379123847341
产业能耗结构,第三产业,总量,万tce,天然气,33.117000000000004,82.061,78.47,88.31200000000001,124.62100000000001,182.40803199999996,182.066904,174.92762399999998,191.612916,273.643296,217.40270800000002
产业能耗结构,第三产业,总量,万tce,热力,13.07394274526499,9.366589966795482,5.571941169995565,8.434977771175662,6.496051364040118,4.264205895397462,0.7941891667637497,0.7232611518702934,1.3015972733092456,1.090177228915289,0.9609382017776928
产业能耗结构,第三产业,总量,万tce,电力,443.70582669821437,510.96899013392124,575.8233138047098,641.1323674311207,666.5480849507702,713.3361103846704,800.0543419217338,907.7024414162262,1041.2947283787944,1112.6258814175012,1121.6467405371445
产业能耗结构,第三产业,总量,万tce,其他能源,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
产业能耗结构,第三产业,交通消费部门,万tce,煤炭,25.000500000000002,2.2857600000000002,2.064327,2.7929130000000004,1.7571780000000001,1.835751,1.5571740000000003,0.7285860000000001,0.7214430000000001,0.36429300000000003,0.22857600000000003
产业能耗结构,第三产业,交通消费部门,万tce,油品,1316.6805505280142,1382.8763468753007,1502.7026328987004,1613.1544293188065,1743.0910367347087,1791.9861131410728,1840.1656051243326,1925.4376280780486,2029.0935858713256,2098.048564444473,2156.130666825417
产业能耗结构,第三产业,交通消费部门,万tce,天然气,14.364000000000003,57.722,54.53,61.845000000000006,99.48400000000001,147.69503199999997,155.333904,159.233624,182.967916,264.333296,205.964708
产业能耗结构,第三产业,交通消费部门,万tce,热力,4.105640862101995,2.7068585683858504,0.7979401675513844,1.6511223467024803,1.2078222536183778,0.6857511439939462,0.35668607489690096,0.30485406401322124,0.32633706852422006,0.19164204024097353,0.2980340625811581
产业能耗结构,第三产业,交通消费部门,万tce,电力,38.1112862806737,49.1477052036163,58.05795433405436,64.22753373195768,70.33566313585797,77.0828724773897,86.17747158983683,102.25279002102715,111.54402911428396,119.98725829029904,121.84304810919029
产业能耗结构,第三产业,交通消费部门,万tce,其他能源,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
产业能耗结构,第三产业,建筑消费部门,万tce,煤炭,19.621821,18.186078000000002,0.0,15.267970000000002,8.921607000000002,5.935558000000001,3.8072190000000004,4.085796,3.0572040000000005,2.2714740000000004,0.0
产业能耗结构,第三产业,建筑消费部门,万tce,油品,81.64117376248065,109.81923676059344,144.33174898079506,112.78972322365652,92.76182414943662,76.34484920800159,50.088385296562535,35.596059331895646,33.70809915451308,34.341085211647,11.248457021923878
产业能耗结构,第三产业,建筑消费部门,万tce,天然气,18.753,24.339,23.94,26.467000000000002,25.137,34.713,26.733000000000004,15.694000000000003,8.645,9.31,11.438000000000002
产业能耗结构,第三产业,建筑消费部门,万tce,热力,8.968301883162995,6.659731398409631,4.77400100244418,6.783855424473181,5.28822911042174,3.5784547514035165,0.4375030918668488,0.4184070878570721,0.9752602047850254,0.8985351886743154,0.6629041391965348
产业能耗结构,第三产业,建筑消费部门,万tce,电力,405.59454041754066,461.82128493030496,517.7653594706554,576.904833699163,596.2124218149122,636.2532379072807,713.876870331897,805.449651395199,929.7506992645103,992.6386231272021,999.8036924279543
产业能耗结构,第三产业,建筑消费部门,万tce,其他能源,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
产业能耗结构,居民生活,居民生活消费,万tce,煤炭,36.19040664354375,17.52433212216051,12.710316731123074,9.167408,7.760732000000001,4.4715180000000005,0.0,0.0,0.0,0.0,0.0
产业能耗结构,居民生活,居民生活消费,万tce,油品,500.9075608909661,545.1738372031572,634.890922254591,575.2253085482516,628.368064323791,656.1026736440842,658.4459110734422,715.4774394456156,741.3344458086572,716.8985998339499,735.8052869411223
产业能耗结构,居民生活,居民生活消费,万tce,天然气,108.26200000000001,123.42399999999999,136.724,195.64300000000003,210.14000000000001,239.932,280.231,300.314,353.913,402.857,455.12600000000003
产业能耗结构,居民生活,居民生活消费,万tce,热力,23.842725006492653,17.314619635721836,11.53398642190514,17.510012676750446,15.52982526095092,15.267937205959695,6.21438530489591,5.834511225129995,6.525718370269591,7.439257562094446,9.300094952832868
产业能耗结构,居民生活,居民生活消费,万tce,电力,478.84293326914184,501.69004103946503,576.2288837651297,672.361254383456,610.6531704056222,650.3867365279756,761.4145856926341,841.0169079241476,931.9137390534165,943.2328279487731,980.373204324199
产业能耗结构,居民生活,居民生活消费,万tce,其他能源,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
能耗品种结构,煤炭消费量,总量,万tce,-,17982.693769569978,21012.329657998143,21174.771511904954,21223.47361456582,20543.236004181847,20859.108377744113,21450.192454618827,21061.46870905894,20652.086988407213,21069.32235282194,20292.669091487325
能耗品种结构,煤炭消费量,子项,万tce,发电,9335.692325417775,10969.992812619477,11409.4251813718,11937.158196325423,11082.27862724599,11319.730619722344,12021.387279901712,11846.609169324262,11649.975645588496,11635.91065259895,11305.034139737198
能耗品种结构,煤炭消费量,子项,万tce,供热,1840.9646671130974,1984.625619296651,2145.507833756262,2156.5214097092494,2208.012192102314,2307.728107909197,2232.611580782735,2439.1511808684622,2826.7610133570997,2746.921979691224,2784.187106078816
能耗品种结构,煤炭消费量,子项,万tce,其他加工转换,-646.4671065639184,160.7561630854404,55.89116292973678,-891.0530111797545,-1159.796991985546,-1200.5898619976474,-1261.9564825997961,-1526.3681822992824,-1793.4338535678505,-2178.3331422374818,-2119.8830885591747
能耗品种结构,煤炭消费量,子项,万tce,损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
能耗品种结构,煤炭消费量,子项,万tce,其他消费,7452.503883603022,7896.955062996578,7563.947333847157,8020.8470197109,8412.742176819089,8432.239512110222,8458.150076534179,8302.076541165497,7968.784183029469,8864.822862769248,8323.330934230484
能耗品种结构,油品消费量,总量,万tce,-,3748.3574068392713,3748.1874197125494,4295.950603176381,4094.5802170245943,4426.077523961096,4476.004455068714,4588.353732242457,4514.0092812129715,4712.8383522246595,4731.963093909097,4699.904189618373
能耗品种结构,油品消费量,子项,万tce,发电,4.930197827516304,6.82343344918139,5.288219187140487,4.0852522738774,2.3442324572380007,2.3528004736007304,1.9102405988307762,2.342804314719483,6.963854340345592,8.494244737004681,7.119629798802939
能耗品种结构,油品消费量,子项,万tce,供热,4.073406619649187,5.203270099045826,3.7176028319837195,4.863820699053569,2.224537324029817,2.186248462486423,1.5642589132962315,4.401917981599565,13.601286940605462,12.324906747500178,9.36813934009643
能耗品种结构,油品消费量,子项,万tce,其他加工转换,147.60078775120326,115.2626746739545,195.0967056326558,155.08004876143912,212.0715603379174,158.66301177799187,182.07820873627247,147.2080953765053,190.91034608844916,250.3863634655811,253.9828986431818
能耗品种结构,油品消费量,子项,万tce,损失,16.346281492698267,13.451808030538277,10.448012505182442,19.943467274201495,18.540059432743842,19.011489904725078,19.322919795326907,9.36860231451452,9.700032449039016,9.382888072554337,7.271450842266462
能耗品种结构,油品消费量,子项,万tce,其他消费,3575.4067331482042,3607.4462334598297,4081.4000630194187,3910.6076280160223,4190.897134409167,4293.790904449911,4383.478104198732,4350.687861225632,4491.66283240622,4451.374690886457,4422.162070994024
能耗品种结构,天然气消费量,总量,万tce,-,959.1909520000002,1246.41308,1504.3685799999998,1654.8918560000002,1698.284052,2193.58332,2295.722588,3158.993712,3669.68384,3827.959204,3707.4125960000006
能耗品种结构,天然气消费量,子项,万tce,发电,324.387,478.26800000000003,584.5350000000001,561.792,485.45000000000005,769.4050000000001,790.8180000000001,1506.757,1538.283056,1483.625312,1085.56852
能耗品种结构,天然气消费量,子项,万tce,供热,37.639,41.363,5.852,17.157,27.930000000000003,49.21000000000001,85.918,124.22200000000001,241.50864,247.199756,243.839612
能耗品种结构,天然气消费量,子项,万tce,其他加工转换,0.0,0.0,0.0,0.0,0.3998400000000002,0.11721599999999999,0.059660000000000046,0.042404,0.0,0.2681039999999999,0.1451
能耗品种结构,天然气消费量,子项,万tce,损失,11.704,0.532,21.28,22.876,29.526000000000003,28.861,0.0,32.319,39.368,43.358,38.969
能耗品种结构,天然气消费量,子项,万tce,其他消费,585.460952,726.25008,892.7015799999999,1053.066856,1154.978212,1345.9901039999997,1418.9269279999999,1495.653308,1850.5241440000004,2053.508032,2338.8903640000003
能耗品种结构,新能源热力,总量,万tce,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
能耗品种结构,新能源电力,总量,万tce,-,238.97902667774915,248.20881577700294,265.7958040606676,271.91622346336845,366.21738426040474,326.0782481776313,376.50411325651044,496.07351158758894,697.7401019067037,857.4117663241537,963.0688860129483
能耗品种结构,外地调入电,总量,万tce,-,448.68327621245896,428.57683817467057,519.301609320731,678.0023638329333,816.940800273764,846.473667391616,921.2337300956915,1097.6812428759663,1264.4073666049633,1349.3189683183377,1420.9327913294587
能耗品种结构,其他新能源,总量,万tce,-,161.41,176.31,239.02999999999997,280.24,319.75,332.36,315.96999999999997,341.66,376.37,391.53000000000003,354.01
